Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	    # interspecies translocations	# misassembled contigs	Misassembled contigs length	# possibly misassembled contigs	    # possible misassemblies	# local misassemblies	# unaligned mis. contigs	# mismatches	# indels	    # indels (<= 5 bp)	    # indels (> 5 bp)	Indels length
site_D3_DNA.final.contigs	1	0	0	0	1	1	2179	2	3	1	8	1124	93	93	0	118
